id_transazione,id_cliente,codice_prodotto,quantita,data_ora
1449,CLI_0042,PROD_B,1,2025-01-10 08:30:00
1450,CLI_0070,PROD_B,3,2025-01-10 09:00:00
1451,CLI_0015,PROD_C,2,2025-01-10 09:30:00
1452,CLI_0054,PROD_A,4,2025-01-10 10:00:00
1453,CLI_0060,PROD_A,5,2025-01-10 10:30:00
1454,CLI_0097,PROD_D,1,2025-01-10 11:00:00
1455,CLI_0008,PROD_C,5,2025-01-10 11:30:00
1456,CLI_0053,PROD_C,2,2025-01-10 12:00:00
1457,CLI_0060,PROD_C,5,2025-01-10 12:30:00
1458,CLI_0005,PROD_C,1,2025-01-10 13:00:00
1459,CLI_0068,PROD_A,2,2025-01-10 13:30:00
1460,CLI_0006,PROD_A,5,2025-01-10 14:00:00
1461,CLI_0096,PROD_B,4,2025-01-10 14:30:00
1462,CLI_0094,PROD_B,2,2025-01-10 15:00:00
1463,CLI_0047,PROD_C,2,2025-01-10 15:30:00
1464,CLI_0099,PROD_C,4,2025-01-10 16:00:00
1465,CLI_0055,PROD_C,3,2025-01-10 16:30:00
1466,CLI_0040,PROD_B,1,2025-01-10 17:00:00
1467,CLI_0052,PROD_D,3,2025-01-10 17:30:00
1468,CLI_0016,PROD_D,5,2025-01-10 18:00:00
1469,CLI_0013,PROD_B,4,2025-01-10 18:30:00
1470,CLI_0030,PROD_B,3,2025-01-10 19:00:00
1471,CLI_0019,PROD_B,2,2025-01-10 19:30:00
1472,CLI_0017,PROD_B,5,2025-01-10 20:00:00
1473,CLI_0063,PROD_B,5,2025-01-10 20:30:00
1474,CLI_0019,PROD_B,3,2025-01-10 21:00:00
1475,CLI_0092,PROD_C,3,2025-01-10 21:30:00
1476,CLI_0058,PROD_C,4,2025-01-10 22:00:00
1477,CLI_0055,PROD_C,1,2025-01-10 22:30:00
1478,CLI_0090,PROD_C,3,2025-01-10 23:00:00
1479,CLI_0090,PROD_B,3,2025-01-10 23:30:00
1480,CLI_0062,PROD_D,2,2025-01-11 00:00:00
1481,CLI_0023,PROD_A,5,2025-01-11 00:30:00
1482,CLI_0009,PROD_B,1,2025-01-11 01:00:00
1483,CLI_0012,PROD_A,2,2025-01-11 01:30:00
1484,CLI_0001,PROD_D,4,2025-01-11 02:00:00
1485,CLI_0058,PROD_C,4,2025-01-11 02:30:00
1486,CLI_0001,PROD_D,3,2025-01-11 03:00:00
1487,CLI_0034,PROD_B,3,2025-01-11 03:30:00
1488,CLI_0096,PROD_C,4,2025-01-11 04:00:00
1489,CLI_0048,PROD_B,3,2025-01-11 04:30:00
1490,CLI_0089,PROD_C,1,2025-01-11 05:00:00
1491,CLI_0001,PROD_A,3,2025-01-11 05:30:00
1492,CLI_0016,PROD_A,5,2025-01-11 06:00:00
1493,CLI_0061,PROD_A,3,2025-01-11 06:30:00
1494,CLI_0064,PROD_D,2,2025-01-11 07:00:00
1495,CLI_0063,PROD_B,1,2025-01-11 07:30:00
1496,CLI_0069,PROD_D,2,2025-01-11 08:00:00
1497,CLI_0022,PROD_A,2,2025-01-11 08:30:00
1498,CLI_0093,PROD_B,5,2025-01-11 09:00:00
1499,CLI_0067,PROD_A,1,2025-01-11 09:30:00
