id_transazione,id_cliente,codice_prodotto,quantita,data_ora,nome_cliente,eta,livello_fedelta,citta_residenza,cap,email_verificata,categoria,prezzo_listino,sconto_categoria_pct,totale_lordo,totale_netto
1202,CLI_0037,3,1,2025-01-05 05:00:00,Cliente_CLI_0037,43,0,1,65554,False,0,25.0,15.0,25.0,21.25
1203,CLI_0097,0,2,2025-01-05 05:30:00,Cliente_CLI_0097,19,0,1,55004,False,1,120.0,5.0,240.0,228.0
1204,CLI_0051,1,5,2025-01-05 06:00:00,Cliente_CLI_0051,45,0,0,55648,False,2,450.0,10.0,2250.0,2025.0
1205,CLI_0044,1,3,2025-01-05 06:30:00,Cliente_CLI_0044,51,1,1,33874,True,2,450.0,10.0,1350.0,1215.0
1206,CLI_0024,3,3,2025-01-05 07:00:00,Cliente_CLI_0024,49,2,4,49974,False,0,25.0,15.0,75.0,63.75
1207,CLI_0079,0,3,2025-01-05 07:30:00,Cliente_CLI_0079,64,2,0,38602,False,1,120.0,5.0,360.0,342.0
1208,CLI_0059,0,3,2025-01-05 08:00:00,Cliente_CLI_0059,47,1,3,28787,False,1,120.0,5.0,360.0,342.0
1209,CLI_0032,1,2,2025-01-05 08:30:00,Cliente_CLI_0032,54,1,2,47573,True,2,450.0,10.0,900.0,810.0
1210,CLI_0096,2,4,2025-01-05 09:00:00,Cliente_CLI_0096,27,2,3,73483,True,1,80.0,0.0,320.0,320.0
1211,CLI_0088,1,5,2025-01-05 09:30:00,Cliente_CLI_0088,24,0,2,61027,False,2,450.0,10.0,2250.0,2025.0
1212,CLI_0052,0,1,2025-01-05 10:00:00,Cliente_CLI_0052,57,0,0,29129,True,1,120.0,5.0,120.0,114.0
1213,CLI_0062,3,4,2025-01-05 10:30:00,Cliente_CLI_0062,34,2,3,22987,False,0,25.0,15.0,100.0,85.0
1214,CLI_0058,1,3,2025-01-05 11:00:00,Cliente_CLI_0058,68,1,3,12719,True,2,450.0,10.0,1350.0,1215.0
1215,CLI_0052,0,4,2025-01-05 11:30:00,Cliente_CLI_0052,57,0,0,29129,True,1,120.0,5.0,480.0,456.0
1216,CLI_0012,1,5,2025-01-05 12:00:00,Cliente_CLI_0012,38,3,3,54813,True,2,450.0,10.0,2250.0,2025.0
1217,CLI_0039,2,1,2025-01-05 12:30:00,Cliente_CLI_0039,40,0,1,86898,False,1,80.0,0.0,80.0,80.0
1218,CLI_0002,1,1,2025-01-05 13:00:00,Cliente_CLI_0002,60,2,3,23350,True,2,450.0,10.0,450.0,405.0
1219,CLI_0003,1,5,2025-01-05 13:30:00,Cliente_CLI_0003,20,3,0,85186,False,2,450.0,10.0,2250.0,2025.0
1220,CLI_0056,0,5,2025-01-05 14:00:00,Cliente_CLI_0056,59,2,4,12469,False,1,120.0,5.0,600.0,570.0
1221,CLI_0081,0,3,2025-01-05 14:30:00,Cliente_CLI_0081,18,3,2,29982,False,1,120.0,5.0,360.0,342.0
1222,CLI_0059,0,1,2025-01-05 15:00:00,Cliente_CLI_0059,47,1,3,28787,False,1,120.0,5.0,120.0,114.0
1223,CLI_0002,1,4,2025-01-05 15:30:00,Cliente_CLI_0002,60,2,3,23350,True,2,450.0,10.0,1800.0,1620.0
1224,CLI_0002,2,2,2025-01-05 16:00:00,Cliente_CLI_0002,60,2,3,23350,True,1,80.0,0.0,160.0,160.0
1225,CLI_0092,3,2,2025-01-05 16:30:00,Cliente_CLI_0092,35,3,4,31804,True,0,25.0,15.0,50.0,42.5
1226,CLI_0054,3,5,2025-01-05 17:00:00,Cliente_CLI_0054,57,2,1,75082,False,0,25.0,15.0,125.0,106.25
1227,CLI_0087,0,3,2025-01-05 17:30:00,Cliente_CLI_0087,20,2,1,57837,False,1,120.0,5.0,360.0,342.0
1228,CLI_0096,0,2,2025-01-05 18:00:00,Cliente_CLI_0096,27,2,3,73483,True,1,120.0,5.0,240.0,228.0
1229,CLI_0097,1,1,2025-01-05 18:30:00,Cliente_CLI_0097,19,0,1,55004,False,2,450.0,10.0,450.0,405.0
1230,CLI_0001,3,5,2025-01-05 19:00:00,Cliente_CLI_0001,26,2,1,64912,True,0,25.0,15.0,125.0,106.25
1231,CLI_0019,0,4,2025-01-05 19:30:00,Cliente_CLI_0019,40,2,1,54547,True,1,120.0,5.0,480.0,456.0
1232,CLI_0002,2,5,2025-01-05 20:00:00,Cliente_CLI_0002,60,2,3,23350,True,1,80.0,0.0,400.0,400.0
1233,CLI_0053,2,4,2025-01-05 20:30:00,Cliente_CLI_0053,57,3,4,17314,False,1,80.0,0.0,320.0,320.0
1234,CLI_0044,0,5,2025-01-05 21:00:00,Cliente_CLI_0044,51,1,1,33874,True,1,120.0,5.0,600.0,570.0
1235,CLI_0090,0,5,2025-01-05 21:30:00,Cliente_CLI_0090,19,2,4,39759,True,1,120.0,5.0,600.0,570.0
1236,CLI_0032,3,5,2025-01-05 22:00:00,Cliente_CLI_0032,54,1,2,47573,True,0,25.0,15.0,125.0,106.25
1237,CLI_0070,3,4,2025-01-05 22:30:00,Cliente_CLI_0070,52,2,0,37083,True,0,25.0,15.0,100.0,85.0
1238,CLI_0032,1,4,2025-01-05 23:00:00,Cliente_CLI_0032,54,1,2,47573,True,2,450.0,10.0,1800.0,1620.0
1239,CLI_0068,3,5,2025-01-05 23:30:00,Cliente_CLI_0068,18,3,3,86919,True,0,25.0,15.0,125.0,106.25
1240,CLI_0055,2,2,2025-01-06 00:00:00,Cliente_CLI_0055,58,0,4,61756,True,1,80.0,0.0,160.0,160.0
1241,CLI_0075,2,3,2025-01-06 00:30:00,Cliente_CLI_0075,56,1,0,85932,True,1,80.0,0.0,240.0,240.0
1242,CLI_0056,0,3,2025-01-06 01:00:00,Cliente_CLI_0056,59,2,4,12469,False,1,120.0,5.0,360.0,342.0
1243,CLI_0017,3,3,2025-01-06 01:30:00,Cliente_CLI_0017,52,2,2,67132,False,0,25.0,15.0,75.0,63.75
1244,CLI_0038,1,4,2025-01-06 02:00:00,Cliente_CLI_0038,23,0,0,83781,True,2,450.0,10.0,1800.0,1620.0
1245,CLI_0024,2,4,2025-01-06 02:30:00,Cliente_CLI_0024,49,2,4,49974,False,1,80.0,0.0,320.0,320.0
1246,CLI_0069,2,2,2025-01-06 03:00:00,Cliente_CLI_0069,35,3,0,31195,False,1,80.0,0.0,160.0,160.0
1247,CLI_0098,1,3,2025-01-06 03:30:00,Cliente_CLI_0098,50,0,2,66985,False,2,450.0,10.0,1350.0,1215.0
1248,CLI_0070,1,3,2025-01-06 04:00:00,Cliente_CLI_0070,52,2,0,37083,True,2,450.0,10.0,1350.0,1215.0
1249,CLI_0086,2,5,2025-01-06 04:30:00,Cliente_CLI_0086,20,0,2,15655,False,1,80.0,0.0,400.0,400.0
1250,CLI_0011,2,4,2025-01-06 05:00:00,Cliente_CLI_0011,33,1,1,22182,False,1,80.0,0.0,320.0,320.0
1251,CLI_0016,1,3,2025-01-06 05:30:00,Cliente_CLI_0016,59,1,1,84910,False,2,450.0,10.0,1350.0,1215.0
1252,CLI_0097,2,2,2025-01-06 06:00:00,Cliente_CLI_0097,19,0,1,55004,False,1,80.0,0.0,160.0,160.0
1253,CLI_0073,0,2,2025-01-06 06:30:00,Cliente_CLI_0073,40,3,3,36029,False,1,120.0,5.0,240.0,228.0
1254,CLI_0059,0,3,2025-01-06 07:00:00,Cliente_CLI_0059,47,1,3,28787,False,1,120.0,5.0,360.0,342.0
1255,CLI_0070,1,4,2025-01-06 07:30:00,Cliente_CLI_0070,52,2,0,37083,True,2,450.0,10.0,1800.0,1620.0
1256,CLI_0080,3,2,2025-01-06 08:00:00,Cliente_CLI_0080,23,1,1,42196,True,0,25.0,15.0,50.0,42.5
1257,CLI_0093,1,5,2025-01-06 08:30:00,Cliente_CLI_0093,50,2,1,40087,True,2,450.0,10.0,2250.0,2025.0
1258,CLI_0003,1,2,2025-01-06 09:00:00,Cliente_CLI_0003,20,3,0,85186,False,2,450.0,10.0,900.0,810.0
1259,CLI_0020,3,1,2025-01-06 09:30:00,Cliente_CLI_0020,39,0,0,37345,True,0,25.0,15.0,25.0,21.25
1260,CLI_0059,3,1,2025-01-06 10:00:00,Cliente_CLI_0059,47,1,3,28787,False,0,25.0,15.0,25.0,21.25
1261,CLI_0036,3,4,2025-01-06 10:30:00,Cliente_CLI_0036,68,0,3,50042,False,0,25.0,15.0,100.0,85.0
1262,CLI_0019,0,3,2025-01-06 11:00:00,Cliente_CLI_0019,40,2,1,54547,True,1,120.0,5.0,360.0,342.0
1263,CLI_0090,2,4,2025-01-06 11:30:00,Cliente_CLI_0090,19,2,4,39759,True,1,80.0,0.0,320.0,320.0
1264,CLI_0067,0,4,2025-01-06 12:00:00,Cliente_CLI_0067,34,2,1,83609,False,1,120.0,5.0,480.0,456.0
1265,CLI_0019,2,4,2025-01-06 12:30:00,Cliente_CLI_0019,40,2,1,54547,True,1,80.0,0.0,320.0,320.0
1266,CLI_0020,0,4,2025-01-06 13:00:00,Cliente_CLI_0020,39,0,0,37345,True,1,120.0,5.0,480.0,456.0
1267,CLI_0096,2,5,2025-01-06 13:30:00,Cliente_CLI_0096,27,2,3,73483,True,1,80.0,0.0,400.0,400.0
1268,CLI_0071,0,5,2025-01-06 14:00:00,Cliente_CLI_0071,46,1,1,17813,True,1,120.0,5.0,600.0,570.0
1269,CLI_0052,3,2,2025-01-06 14:30:00,Cliente_CLI_0052,57,0,0,29129,True,0,25.0,15.0,50.0,42.5
1270,CLI_0033,1,1,2025-01-06 15:00:00,Cliente_CLI_0033,63,2,4,39757,True,2,450.0,10.0,450.0,405.0
1271,CLI_0040,0,4,2025-01-06 15:30:00,Cliente_CLI_0040,66,0,4,17657,True,1,120.0,5.0,480.0,456.0
1272,CLI_0039,2,2,2025-01-06 16:00:00,Cliente_CLI_0039,40,0,1,86898,False,1,80.0,0.0,160.0,160.0
1273,CLI_0082,3,1,2025-01-06 16:30:00,Cliente_CLI_0082,52,2,1,36385,True,0,25.0,15.0,25.0,21.25
1274,CLI_0001,0,3,2025-01-06 17:00:00,Cliente_CLI_0001,26,2,1,64912,True,1,120.0,5.0,360.0,342.0
1275,CLI_0011,0,5,2025-01-06 17:30:00,Cliente_CLI_0011,33,1,1,22182,False,1,120.0,5.0,600.0,570.0
1276,CLI_0092,3,1,2025-01-06 18:00:00,Cliente_CLI_0092,35,3,4,31804,True,0,25.0,15.0,25.0,21.25
1277,CLI_0057,0,3,2025-01-06 18:30:00,Cliente_CLI_0057,24,0,4,59708,False,1,120.0,5.0,360.0,342.0
1278,CLI_0089,1,1,2025-01-06 19:00:00,Cliente_CLI_0089,26,3,1,15109,True,2,450.0,10.0,450.0,405.0
1279,CLI_0050,0,5,2025-01-06 19:30:00,Cliente_CLI_0050,35,3,0,19903,True,1,120.0,5.0,600.0,570.0
1280,CLI_0023,1,5,2025-01-06 20:00:00,Cliente_CLI_0023,47,1,0,37788,False,2,450.0,10.0,2250.0,2025.0
1281,CLI_0031,1,2,2025-01-06 20:30:00,Cliente_CLI_0031,66,0,2,53001,True,2,450.0,10.0,900.0,810.0
1282,CLI_0094,3,4,2025-01-06 21:00:00,Cliente_CLI_0094,39,1,1,53408,False,0,25.0,15.0,100.0,85.0
1283,CLI_0042,0,1,2025-01-06 21:30:00,Cliente_CLI_0042,52,3,0,17287,True,1,120.0,5.0,120.0,114.0
1284,CLI_0099,3,1,2025-01-06 22:00:00,Cliente_CLI_0099,56,3,3,60861,False,0,25.0,15.0,25.0,21.25
1285,CLI_0007,0,3,2025-01-06 22:30:00,Cliente_CLI_0007,33,2,4,81431,True,1,120.0,5.0,360.0,342.0
1286,CLI_0016,0,5,2025-01-06 23:00:00,Cliente_CLI_0016,59,1,1,84910,False,1,120.0,5.0,600.0,570.0
1287,CLI_0090,2,1,2025-01-06 23:30:00,Cliente_CLI_0090,19,2,4,39759,True,1,80.0,0.0,80.0,80.0
1288,CLI_0060,0,5,2025-01-07 00:00:00,Cliente_CLI_0060,31,0,0,43062,False,1,120.0,5.0,600.0,570.0
1289,CLI_0002,3,1,2025-01-07 00:30:00,Cliente_CLI_0002,60,2,3,23350,True,0,25.0,15.0,25.0,21.25
1290,CLI_0001,1,2,2025-01-07 01:00:00,Cliente_CLI_0001,26,2,1,64912,True,2,450.0,10.0,900.0,810.0
1291,CLI_0048,0,4,2025-01-07 01:30:00,Cliente_CLI_0048,51,2,2,43742,False,1,120.0,5.0,480.0,456.0
1292,CLI_0012,2,1,2025-01-07 02:00:00,Cliente_CLI_0012,38,3,3,54813,True,1,80.0,0.0,80.0,80.0
1293,CLI_0069,3,5,2025-01-07 02:30:00,Cliente_CLI_0069,35,3,0,31195,False,0,25.0,15.0,125.0,106.25
1294,CLI_0037,0,2,2025-01-07 03:00:00,Cliente_CLI_0037,43,0,1,65554,False,1,120.0,5.0,240.0,228.0
1295,CLI_0032,3,1,2025-01-07 03:30:00,Cliente_CLI_0032,54,1,2,47573,True,0,25.0,15.0,25.0,21.25
1296,CLI_0009,2,3,2025-01-07 04:00:00,Cliente_CLI_0009,23,2,1,65761,True,1,80.0,0.0,240.0,240.0
1297,CLI_0099,2,4,2025-01-07 04:30:00,Cliente_CLI_0099,56,3,3,60861,False,1,80.0,0.0,320.0,320.0
1298,CLI_0019,3,1,2025-01-07 05:00:00,Cliente_CLI_0019,40,2,1,54547,True,0,25.0,15.0,25.0,21.25
1299,CLI_0048,0,2,2025-01-07 05:30:00,Cliente_CLI_0048,51,2,2,43742,False,1,120.0,5.0,240.0,228.0
1300,CLI_0080,1,3,2025-01-07 06:00:00,Cliente_CLI_0080,23,1,1,42196,True,2,450.0,10.0,1350.0,1215.0
1301,CLI_0003,2,2,2025-01-07 06:30:00,Cliente_CLI_0003,20,3,0,85186,False,1,80.0,0.0,160.0,160.0
1302,CLI_0020,0,2,2025-01-07 07:00:00,Cliente_CLI_0020,39,0,0,37345,True,1,120.0,5.0,240.0,228.0
1303,CLI_0024,0,3,2025-01-07 07:30:00,Cliente_CLI_0024,49,2,4,49974,False,1,120.0,5.0,360.0,342.0
1304,CLI_0054,1,2,2025-01-07 08:00:00,Cliente_CLI_0054,57,2,1,75082,False,2,450.0,10.0,900.0,810.0
1305,CLI_0033,2,3,2025-01-07 08:30:00,Cliente_CLI_0033,63,2,4,39757,True,1,80.0,0.0,240.0,240.0
1306,CLI_0024,2,1,2025-01-07 09:00:00,Cliente_CLI_0024,49,2,4,49974,False,1,80.0,0.0,80.0,80.0
1307,CLI_0075,0,3,2025-01-07 09:30:00,Cliente_CLI_0075,56,1,0,85932,True,1,120.0,5.0,360.0,342.0
1308,CLI_0072,0,3,2025-01-07 10:00:00,Cliente_CLI_0072,32,2,4,37082,False,1,120.0,5.0,360.0,342.0
1309,CLI_0036,1,4,2025-01-07 10:30:00,Cliente_CLI_0036,68,0,3,50042,False,2,450.0,10.0,1800.0,1620.0
1310,CLI_0038,1,3,2025-01-07 11:00:00,Cliente_CLI_0038,23,0,0,83781,True,2,450.0,10.0,1350.0,1215.0
1311,CLI_0084,2,3,2025-01-07 11:30:00,Cliente_CLI_0084,42,0,0,78916,False,1,80.0,0.0,240.0,240.0
1312,CLI_0099,3,1,2025-01-07 12:00:00,Cliente_CLI_0099,56,3,3,60861,False,0,25.0,15.0,25.0,21.25
1313,CLI_0089,2,4,2025-01-07 12:30:00,Cliente_CLI_0089,26,3,1,15109,True,1,80.0,0.0,320.0,320.0
1314,CLI_0099,0,5,2025-01-07 13:00:00,Cliente_CLI_0099,56,3,3,60861,False,1,120.0,5.0,600.0,570.0
1315,CLI_0025,2,1,2025-01-07 13:30:00,Cliente_CLI_0025,69,0,1,71916,False,1,80.0,0.0,80.0,80.0
1316,CLI_0093,3,1,2025-01-07 14:00:00,Cliente_CLI_0093,50,2,1,40087,True,0,25.0,15.0,25.0,21.25
1317,CLI_0018,1,5,2025-01-07 14:30:00,Cliente_CLI_0018,20,0,4,12983,False,2,450.0,10.0,2250.0,2025.0
1318,CLI_0082,3,3,2025-01-07 15:00:00,Cliente_CLI_0082,52,2,1,36385,True,0,25.0,15.0,75.0,63.75
1319,CLI_0066,3,2,2025-01-07 15:30:00,Cliente_CLI_0066,21,2,2,17491,True,0,25.0,15.0,50.0,42.5
1320,CLI_0054,3,4,2025-01-07 16:00:00,Cliente_CLI_0054,57,2,1,75082,False,0,25.0,15.0,100.0,85.0
1321,CLI_0035,1,2,2025-01-07 16:30:00,Cliente_CLI_0035,25,2,0,48197,True,2,450.0,10.0,900.0,810.0
1322,CLI_0080,3,5,2025-01-07 17:00:00,Cliente_CLI_0080,23,1,1,42196,True,0,25.0,15.0,125.0,106.25
1323,CLI_0061,3,1,2025-01-07 17:30:00,Cliente_CLI_0061,49,0,4,76672,True,0,25.0,15.0,25.0,21.25
1324,CLI_0041,3,1,2025-01-07 18:00:00,Cliente_CLI_0041,67,3,1,34578,False,0,25.0,15.0,25.0,21.25
1325,CLI_0100,0,4,2025-01-07 18:30:00,Cliente_CLI_0100,67,1,3,75641,True,1,120.0,5.0,480.0,456.0
1326,CLI_0033,3,1,2025-01-07 19:00:00,Cliente_CLI_0033,63,2,4,39757,True,0,25.0,15.0,25.0,21.25
1327,CLI_0068,1,1,2025-01-07 19:30:00,Cliente_CLI_0068,18,3,3,86919,True,2,450.0,10.0,450.0,405.0
1328,CLI_0033,3,4,2025-01-07 20:00:00,Cliente_CLI_0033,63,2,4,39757,True,0,25.0,15.0,100.0,85.0
1329,CLI_0014,3,4,2025-01-07 20:30:00,Cliente_CLI_0014,40,0,3,46062,False,0,25.0,15.0,100.0,85.0
1330,CLI_0021,1,5,2025-01-07 21:00:00,Cliente_CLI_0021,33,0,3,84859,False,2,450.0,10.0,2250.0,2025.0
1331,CLI_0048,3,1,2025-01-07 21:30:00,Cliente_CLI_0048,51,2,2,43742,False,0,25.0,15.0,25.0,21.25
1332,CLI_0020,1,1,2025-01-07 22:00:00,Cliente_CLI_0020,39,0,0,37345,True,2,450.0,10.0,450.0,405.0
1333,CLI_0008,3,5,2025-01-07 22:30:00,Cliente_CLI_0008,38,0,0,77957,False,0,25.0,15.0,125.0,106.25
1334,CLI_0007,1,3,2025-01-07 23:00:00,Cliente_CLI_0007,33,2,4,81431,True,2,450.0,10.0,1350.0,1215.0
1335,CLI_0067,3,3,2025-01-07 23:30:00,Cliente_CLI_0067,34,2,1,83609,False,0,25.0,15.0,75.0,63.75
1336,CLI_0017,3,3,2025-01-08 00:00:00,Cliente_CLI_0017,52,2,2,67132,False,0,25.0,15.0,75.0,63.75
1337,CLI_0033,0,5,2025-01-08 00:30:00,Cliente_CLI_0033,63,2,4,39757,True,1,120.0,5.0,600.0,570.0
1338,CLI_0048,0,1,2025-01-08 01:00:00,Cliente_CLI_0048,51,2,2,43742,False,1,120.0,5.0,120.0,114.0
1339,CLI_0076,3,5,2025-01-08 01:30:00,Cliente_CLI_0076,69,2,3,88797,False,0,25.0,15.0,125.0,106.25
1340,CLI_0059,3,5,2025-01-08 02:00:00,Cliente_CLI_0059,47,1,3,28787,False,0,25.0,15.0,125.0,106.25
1341,CLI_0086,2,3,2025-01-08 02:30:00,Cliente_CLI_0086,20,0,2,15655,False,1,80.0,0.0,240.0,240.0
1342,CLI_0022,1,2,2025-01-08 03:00:00,Cliente_CLI_0022,19,1,4,62393,False,2,450.0,10.0,900.0,810.0
1343,CLI_0030,2,1,2025-01-08 03:30:00,Cliente_CLI_0030,54,0,1,45400,True,1,80.0,0.0,80.0,80.0
1344,CLI_0038,0,3,2025-01-08 04:00:00,Cliente_CLI_0038,23,0,0,83781,True,1,120.0,5.0,360.0,342.0
1345,CLI_0051,0,2,2025-01-08 04:30:00,Cliente_CLI_0051,45,0,0,55648,False,1,120.0,5.0,240.0,228.0
1346,CLI_0054,0,2,2025-01-08 05:00:00,Cliente_CLI_0054,57,2,1,75082,False,1,120.0,5.0,240.0,228.0
1347,CLI_0008,0,4,2025-01-08 05:30:00,Cliente_CLI_0008,38,0,0,77957,False,1,120.0,5.0,480.0,456.0
1348,CLI_0027,3,1,2025-01-08 06:00:00,Cliente_CLI_0027,27,3,1,34574,True,0,25.0,15.0,25.0,21.25
1349,CLI_0027,0,2,2025-01-08 06:30:00,Cliente_CLI_0027,27,3,1,34574,True,1,120.0,5.0,240.0,228.0
1350,CLI_0098,3,3,2025-01-08 07:00:00,Cliente_CLI_0098,50,0,2,66985,False,0,25.0,15.0,75.0,63.75
1351,CLI_0021,3,4,2025-01-08 07:30:00,Cliente_CLI_0021,33,0,3,84859,False,0,25.0,15.0,100.0,85.0
1352,CLI_0030,0,1,2025-01-08 08:00:00,Cliente_CLI_0030,54,0,1,45400,True,1,120.0,5.0,120.0,114.0
1353,CLI_0097,0,5,2025-01-08 08:30:00,Cliente_CLI_0097,19,0,1,55004,False,1,120.0,5.0,600.0,570.0
1354,CLI_0028,1,3,2025-01-08 09:00:00,Cliente_CLI_0028,37,0,1,42733,True,2,450.0,10.0,1350.0,1215.0
1355,CLI_0064,2,2,2025-01-08 09:30:00,Cliente_CLI_0064,36,3,3,52207,False,1,80.0,0.0,160.0,160.0
1356,CLI_0097,0,2,2025-01-08 10:00:00,Cliente_CLI_0097,19,0,1,55004,False,1,120.0,5.0,240.0,228.0
1357,CLI_0069,1,3,2025-01-08 10:30:00,Cliente_CLI_0069,35,3,0,31195,False,2,450.0,10.0,1350.0,1215.0
1358,CLI_0061,1,2,2025-01-08 11:00:00,Cliente_CLI_0061,49,0,4,76672,True,2,450.0,10.0,900.0,810.0
1359,CLI_0048,2,4,2025-01-08 11:30:00,Cliente_CLI_0048,51,2,2,43742,False,1,80.0,0.0,320.0,320.0
1360,CLI_0019,3,1,2025-01-08 12:00:00,Cliente_CLI_0019,40,2,1,54547,True,0,25.0,15.0,25.0,21.25
1361,CLI_0004,0,4,2025-01-08 12:30:00,Cliente_CLI_0004,55,3,2,61474,True,1,120.0,5.0,480.0,456.0
1362,CLI_0035,2,2,2025-01-08 13:00:00,Cliente_CLI_0035,25,2,0,48197,True,1,80.0,0.0,160.0,160.0
1363,CLI_0064,0,5,2025-01-08 13:30:00,Cliente_CLI_0064,36,3,3,52207,False,1,120.0,5.0,600.0,570.0
1364,CLI_0049,1,1,2025-01-08 14:00:00,Cliente_CLI_0049,25,1,0,80831,False,2,450.0,10.0,450.0,405.0
1365,CLI_0017,1,1,2025-01-08 14:30:00,Cliente_CLI_0017,52,2,2,67132,False,2,450.0,10.0,450.0,405.0
1366,CLI_0044,3,3,2025-01-08 15:00:00,Cliente_CLI_0044,51,1,1,33874,True,0,25.0,15.0,75.0,63.75
1367,CLI_0092,1,3,2025-01-08 15:30:00,Cliente_CLI_0092,35,3,4,31804,True,2,450.0,10.0,1350.0,1215.0
1368,CLI_0030,1,5,2025-01-08 16:00:00,Cliente_CLI_0030,54,0,1,45400,True,2,450.0,10.0,2250.0,2025.0
1369,CLI_0093,2,1,2025-01-08 16:30:00,Cliente_CLI_0093,50,2,1,40087,True,1,80.0,0.0,80.0,80.0
1370,CLI_0046,0,5,2025-01-08 17:00:00,Cliente_CLI_0046,51,2,3,39192,True,1,120.0,5.0,600.0,570.0
1371,CLI_0006,0,3,2025-01-08 17:30:00,Cliente_CLI_0006,34,3,1,67134,False,1,120.0,5.0,360.0,342.0
1372,CLI_0099,2,3,2025-01-08 18:00:00,Cliente_CLI_0099,56,3,3,60861,False,1,80.0,0.0,240.0,240.0
1373,CLI_0037,3,1,2025-01-08 18:30:00,Cliente_CLI_0037,43,0,1,65554,False,0,25.0,15.0,25.0,21.25
1374,CLI_0024,0,4,2025-01-08 19:00:00,Cliente_CLI_0024,49,2,4,49974,False,1,120.0,5.0,480.0,456.0
1375,CLI_0093,1,2,2025-01-08 19:30:00,Cliente_CLI_0093,50,2,1,40087,True,2,450.0,10.0,900.0,810.0
1376,CLI_0046,0,3,2025-01-08 20:00:00,Cliente_CLI_0046,51,2,3,39192,True,1,120.0,5.0,360.0,342.0
1377,CLI_0053,1,3,2025-01-08 20:30:00,Cliente_CLI_0053,57,3,4,17314,False,2,450.0,10.0,1350.0,1215.0
1378,CLI_0095,3,4,2025-01-08 21:00:00,Cliente_CLI_0095,63,2,2,58787,True,0,25.0,15.0,100.0,85.0
1379,CLI_0099,2,4,2025-01-08 21:30:00,Cliente_CLI_0099,56,3,3,60861,False,1,80.0,0.0,320.0,320.0
1380,CLI_0060,0,5,2025-01-08 22:00:00,Cliente_CLI_0060,31,0,0,43062,False,1,120.0,5.0,600.0,570.0
1381,CLI_0097,2,5,2025-01-08 22:30:00,Cliente_CLI_0097,19,0,1,55004,False,1,80.0,0.0,400.0,400.0
1382,CLI_0063,0,2,2025-01-08 23:00:00,Cliente_CLI_0063,41,0,4,11007,False,1,120.0,5.0,240.0,228.0
1383,CLI_0085,1,2,2025-01-08 23:30:00,Cliente_CLI_0085,32,1,3,40707,True,2,450.0,10.0,900.0,810.0
1384,CLI_0032,2,1,2025-01-09 00:00:00,Cliente_CLI_0032,54,1,2,47573,True,1,80.0,0.0,80.0,80.0
1385,CLI_0087,0,5,2025-01-09 00:30:00,Cliente_CLI_0087,20,2,1,57837,False,1,120.0,5.0,600.0,570.0
1386,CLI_0033,1,3,2025-01-09 01:00:00,Cliente_CLI_0033,63,2,4,39757,True,2,450.0,10.0,1350.0,1215.0
1387,CLI_0067,2,5,2025-01-09 01:30:00,Cliente_CLI_0067,34,2,1,83609,False,1,80.0,0.0,400.0,400.0
1388,CLI_0018,2,3,2025-01-09 02:00:00,Cliente_CLI_0018,20,0,4,12983,False,1,80.0,0.0,240.0,240.0
1389,CLI_0025,0,4,2025-01-09 02:30:00,Cliente_CLI_0025,69,0,1,71916,False,1,120.0,5.0,480.0,456.0
1390,CLI_0095,0,5,2025-01-09 03:00:00,Cliente_CLI_0095,63,2,2,58787,True,1,120.0,5.0,600.0,570.0
1391,CLI_0054,0,4,2025-01-09 03:30:00,Cliente_CLI_0054,57,2,1,75082,False,1,120.0,5.0,480.0,456.0
1392,CLI_0058,1,2,2025-01-09 04:00:00,Cliente_CLI_0058,68,1,3,12719,True,2,450.0,10.0,900.0,810.0
1393,CLI_0067,0,2,2025-01-09 04:30:00,Cliente_CLI_0067,34,2,1,83609,False,1,120.0,5.0,240.0,228.0
1394,CLI_0046,2,1,2025-01-09 05:00:00,Cliente_CLI_0046,51,2,3,39192,True,1,80.0,0.0,80.0,80.0
1395,CLI_0024,2,5,2025-01-09 05:30:00,Cliente_CLI_0024,49,2,4,49974,False,1,80.0,0.0,400.0,400.0
1396,CLI_0032,0,4,2025-01-09 06:00:00,Cliente_CLI_0032,54,1,2,47573,True,1,120.0,5.0,480.0,456.0
1397,CLI_0047,0,3,2025-01-09 06:30:00,Cliente_CLI_0047,57,0,0,68762,True,1,120.0,5.0,360.0,342.0
1398,CLI_0086,3,2,2025-01-09 07:00:00,Cliente_CLI_0086,20,0,2,15655,False,0,25.0,15.0,50.0,42.5
1399,CLI_0023,2,2,2025-01-09 07:30:00,Cliente_CLI_0023,47,1,0,37788,False,1,80.0,0.0,160.0,160.0
1400,CLI_0066,1,3,2025-01-09 08:00:00,Cliente_CLI_0066,21,2,2,17491,True,2,450.0,10.0,1350.0,1215.0
1401,CLI_0027,3,4,2025-01-09 08:30:00,Cliente_CLI_0027,27,3,1,34574,True,0,25.0,15.0,100.0,85.0
1402,CLI_0002,0,4,2025-01-09 09:00:00,Cliente_CLI_0002,60,2,3,23350,True,1,120.0,5.0,480.0,456.0
1403,CLI_0090,0,5,2025-01-09 09:30:00,Cliente_CLI_0090,19,2,4,39759,True,1,120.0,5.0,600.0,570.0
1404,CLI_0017,2,5,2025-01-09 10:00:00,Cliente_CLI_0017,52,2,2,67132,False,1,80.0,0.0,400.0,400.0
